20;23547.2;0.0883654
21;23303.1;0.0896385
22;23223.1;0.0915722
23;23370.9;0.0934741
24;23306.8;0.0942963
25;23183.7;0.0951154
26;23131.3;0.0952319
27;23180;0.0966161
28;23255.3;0.0984302
29;23313.8;0.10014
30;23405.2;0.100329
31;23375.7;0.100394
32;23398.2;0.100973
33;23571.2;0.102721
34;23622.8;0.103758
35;23824.2;0.104206
36;23846;0.10457
37;23805.3;0.104849
38;23791;0.105539
39;23749.6;0.106061
40;23523.3;0.105306
41;23438.6;0.104606
42;23388.4;0.104469
43;23228.8;0.104436
44;23176.9;0.105603
45;23202.8;0.106199
46;23300.7;0.107293
47;23279.5;0.107649
48;23201.8;0.106874
49;23161.3;0.106093
50;23091.4;0.10649
51;23063.1;0.106272
52;23041.6;0.106008
53;22878.3;0.105091
54;22838.9;0.10466
55;22568.8;0.104136
56;22479.5;0.103636
57;22508.2;0.103883
58;22497.3;0.103585
59;22511.4;0.10329
60;22479.7;0.102373
61;22479.9;0.102625
62;22393.2;0.101484
63;22323.2;0.10025
64;22191;0.098495
65;22165.2;0.0979383
66;22045.4;0.09688
67;21999.6;0.0958927
68;21947.2;0.0948874
69;21883.1;0.0938534
70;21792.2;0.092946
71;21761.1;0.0926863
72;21762.8;0.0929784
73;21740.7;0.0927253
74;21701.5;0.0920513
75;21725.6;0.0922006
76;21794.9;0.0929151
77;21765.6;0.0923777
78;21721;0.0911416
79;21694.8;0.0910378
80;21739;0.0922303
81;21774.4;0.0921416
82;21839.9;0.0928276
83;21984.1;0.0936181
84;22054.8;0.0943765
85;21999.4;0.0939263
86;22044.1;0.0945911
87;22080.4;0.0952801
88;22142.6;0.0966647
89;22174.1;0.0974892
90;22218.2;0.098135
91;22255.8;0.0986813
92;22207.3;0.0980502
93;22174.3;0.097385
94;22147.5;0.097137
95;22162.2;0.0966809
96;22142.8;0.0963021
97;22141.2;0.0966003
98;22154.5;0.097586
99;22146.1;0.0974363
100;22139.9;0.0973129
101;22105.1;0.0973028
102;22048.3;0.0966871
103;21916.4;0.0964579
104;21851.7;0.0961809
105;21874.6;0.0965096
106;21877.3;0.0966616
107;21998.3;0.09674
108;21950.8;0.0962496
109;21939.7;0.0964101
110;21921.1;0.0961732
111;21874.1;0.0955228
112;21918.2;0.0962195
113;21952.2;0.0969259
114;21913;0.0962963
115;21856.9;0.0968329
116;21793.5;0.0966701
117;21796.2;0.0966065
118;21819.7;0.0965216
119;21822.8;0.096424
120;21829.4;0.0964047
121;21919.4;0.0963731
122;22045.8;0.0968843
123;22060;0.0968638
124;22066.4;0.0967909
125;22053.1;0.096642
126;22002.3;0.0960841
127;21860.3;0.0955447
128;21860.6;0.0955004
129;21883.7;0.0954761
130;21888.6;0.0954352
131;21935.2;0.0964699
132;21913.1;0.0963966
133;21900.9;0.0963067
134;22131.8;0.0981805
135;22328.7;0.0990393
136;22375.1;0.0994406
137;22376.5;0.099635
138;22347.6;0.0993877
139;22385.1;0.0998252
140;22405.9;0.100073
141;22310.4;0.099738
142;22250.8;0.0998881
143;22263.4;0.099978
144;22300.7;0.100176
145;22283.8;0.0997712
146;22334.7;0.100114
147;22354.2;0.100568
148;22430.7;0.100971
149;22467.5;0.101269
150;22462.9;0.100926
151;22473.2;0.100623
152;22477.2;0.1002
153;22589.4;0.101474
154;22441.1;0.101071
155;22487;0.0999699
156;22562.6;0.0999618
157;22596.2;0.0999892
158;22629.9;0.100433
159;22553.7;0.0995718
160;22495.3;0.0987238
161;22566.2;0.0997068
162;22564.5;0.0998171
163;22536.2;0.0993847
164;22514.8;0.0987909
165;22575.1;0.0993777
166;22575.3;0.0992515
167;22582.7;0.0990586
168;22637.2;0.0991057
169;22731.6;0.0991327
170;22792.7;0.0997635
171;22841.5;0.0997268
172;22939.8;0.100226
173;23066;0.099603
174;23270.8;0.0995991
175;23244.3;0.100177
176;23391.1;0.100066
177;23411.5;0.0999622
178;23553.6;0.100099
179;23646.8;0.100837
180;23736.6;0.101556
181;23710.8;0.101024
182;23890.6;0.100975
183;23951;0.10078
184;23975.3;0.101289
185;24126.2;0.101296
186;24302.9;0.101321
187;24444.2;0.101048
188;24263.7;0.0997947
189;24018.9;0.0984498
190;24002.8;0.0974421
191;23752.6;0.0962226
192;23461.9;0.0948819
193;23444.9;0.0938572
194;22939.5;0.0922712
195;23191;0.0910162
196;23027.4;0.0898445
197;22656.5;0.0882774
198;22244.4;0.086767
199;21905.2;0.0851586
200;21536.9;0.0835413
201;21175.7;0.0816574
202;20651.7;0.079909
203;20312.7;0.078914
204;19942.2;0.0770525
205;19405.6;0.0751694
206;18782.3;0.0728557
207;18247.7;0.0711188
208;17994.8;0.070436
209;17771.2;0.0698873
210;17381.6;0.0689761
211;17210.9;0.0682072
212;17106;0.0677253
213;16658.1;0.0673368
214;16770.5;0.0671223
215;16203.2;0.0662207
216;15961.3;0.0657103
217;15985.1;0.0656092
218;15975.1;0.0656535
219;16069.6;0.0659738
220;16108.4;0.0660934
221;16131;0.0660991
222;16205.2;0.066365
223;16287.9;0.0669869
224;16419.7;0.0678059
225;16554.9;0.0684938
226;16703;0.0695478
227;16775.3;0.069782
228;16875.2;0.0700745
229;16969.6;0.0704761
230;17054.1;0.0705826
231;17108.7;0.0708029
232;17118.8;0.0708214
233;17049.8;0.0704063
234;16927.3;0.0705278
235;16722.6;0.0709502
236;16547.3;0.0706173
237;16473.8;0.0703218
238;16349.8;0.0696709
239;16195.8;0.0692407
240;16372.3;0.0692118
241;16309.3;0.0690857
242;16156.9;0.0681007
243;16216.1;0.0674599
244;16080;0.0665559
245;15934.8;0.0657053
246;15846.9;0.0649267
247;15955.5;0.065071
248;15921;0.0649028
249;15825.4;0.0643422
250;15712.6;0.0640401
251;15698.6;0.0640552
252;15818.7;0.0641752
253;15939.8;0.064343
254;15956.1;0.0643337
255;15966.6;0.0640749
256;16015;0.0645745
257;16096;0.0650725
258;16218.7;0.0655992
259;16509.4;0.0658356
